Year_Week,DEM,REP,Period_DEM,Period_REP,Total_Period,Dem_Ratio,Rep_Ratio,Segment
2024-W31,720955,504014,720955,504014,1224969,0.5885495877854868,0.4114504122145132,Large
2024-W32,512785,372104,512785,372104,884889,0.5794907609881014,0.4205092390118987,Large
2024-W33,569459,284354,569459,284354,853813,0.6669598612342515,0.33304013876574845,Large
2024-W34,1073627,372265,1073627,372265,1445892,0.7425360953653524,0.2574639046346477,Large
2024-W35,1047684,708025,1047684,708025,1755709,0.5967298681045663,0.4032701318954337,Large
2024-W36,987042,696698,987042,696698,1683740,0.5862199627020799,0.4137800372979201,Large
2024-W37,1110130,826487,1110130,826487,1936617,0.5732315682450376,0.4267684317549624,Large
2024-W38,1597415,1018748,1597415,1018748,2616163,0.610594599801312,0.3894054001986879,Large
2024-W39,1856630,1605374,1856630,1605374,3462004,0.5362876530471946,0.4637123469528054,Large
2024-W40,2091235,1387094,2091235,1387094,3478329,0.6012182861368203,0.39878171386317973,Large
2024-W41,1523509,2089561,1523509,2089561,3613070,0.4216660623790848,0.5783339376209152,Large
2024-W42,2251882,3049481,2251882,3049481,5301363,0.42477415713657035,0.5752258428634297,Large
2024-W43,1909419,2310383,1909419,2310383,4219802,0.45249018792824874,0.5475098120717512,Large
2024-W44,1787807,3349229,1787807,3349229,5137036,0.348023062326213,0.651976937673787,Large
2024-W45,369145,926228,369145,926228,1295373,0.28497197332351376,0.7150280266764862,Large
